genetic;length;mass;exercise;smoking;alcohol;lifespan;sugar;labels
77.1;183.0;63.9;1.6;19.7;0.4;72.7;2.7;0
73.8;182.0;140.3;2.7;11.3;1.8;69.9;7.9;0
83.8;173.0;122.0;1.0;1.2;5.0;81.5;7.4;0
73.6;169.0;67.9;1.4;20.2;1.6;65.3;10.9;0
88.9;204.0;107.8;2.4;6.0;2.5;87.2;9.0;0
88.5;186.0;95.1;3.7;15.1;5.3;85.2;8.7;0
67.0;192.0;93.9;0.8;19.5;0.5;59.6;9.7;0
72.8;186.0;120.6;1.5;0.7;2.4;72.0;5.3;0
93.4;191.0;132.1;1.4;0.7;1.1;93.0;4.1;0
80.0;214.0;108.9;4.2;2.3;2.7;80.8;10.8;0
71.9;185.0;116.6;4.2;5.9;0.8;72.5;7.8;0
94.0;198.0;78.5;1.8;0.1;1.0;93.8;6.3;0
87.5;176.0;57.9;2.3;6.0;1.2;86.7;9.4;0
77.0;194.0;79.9;4.6;10.4;0.4;78.4;5.8;0
90.4;172.0;60.2;1.8;8.4;3.7;86.7;11.0;0
67.9;169.0;81.2;3.7;0.9;5.6;69.6;6.5;0
71.3;181.0;130.6;1.0;6.4;0.9;68.1;6.6;0
65.4;176.0;65.7;2.8;12.4;2.7;63.7;7.2;0
82.4;164.0;106.2;0.8;19.9;0.2;74.0;8.4;0
69.3;196.0;58.0;3.3;8.1;5.2;67.8;3.8;0
76.8;173.0;55.5;2.3;21.7;4.7;72.5;4.4;0
81.2;191.0;98.1;2.0;7.0;2.1;80.9;3.6;0
79.7;185.0;91.7;4.5;20.3;1.2;75.5;10.0;0
77.8;183.0;58.4;2.9;14.3;0.4;72.6;5.3;0
77.0;189.0;92.8;2.6;11.2;5.0;76.0;4.4;0
82.2;195.0;79.0;3.6;5.3;0.8;82.8;7.7;0
82.2;179.0;84.4;0.4;0.0;1.1;81.9;2.7;0
97.7;189.0;89.6;1.6;3.2;3.4;96.4;10.0;0
85.0;172.0;91.3;1.9;12.5;4.5;81.7;5.5;0
83.3;174.0;84.6;2.1;0.0;0.8;84.1;6.7;0
69.2;199.0;83.7;1.7;21.9;3.8;63.1;4.1;0
81.7;175.0;64.3;1.9;7.6;1.9;79.8;12.5;0
78.1;186.0;140.0;3.8;13.6;5.1;73.9;5.5;0
86.4;183.0;101.7;3.1;20.9;1.5;83.8;5.5;0
86.4;170.0;108.0;1.2;0.9;3.2;85.3;4.3;0
76.3;177.0;61.0;2.1;6.5;5.2;74.3;4.9;0
72.3;184.0;96.5;5.3;15.4;0.8;70.3;7.3;0
82.0;170.0;69.4;0.8;17.6;0.8;76.0;8.6;0
77.4;196.0;98.3;2.6;18.9;3.5;74.5;5.2;0
77.0;171.0;84.7;1.6;11.0;4.7;74.4;6.8;0
87.3;163.0;81.8;1.2;3.7;5.6;85.2;4.5;0
82.9;204.0;67.8;2.1;2.4;3.2;82.1;12.2;0
80.3;167.0;109.9;1.5;11.0;4.4;75.9;7.9;0
74.1;197.0;104.7;2.0;1.6;0.8;74.5;4.7;0
96.8;207.0;143.3;1.6;18.0;0.6;92.1;7.5;0
73.2;195.0;86.9;2.2;4.0;4.0;71.3;10.5;0
85.8;189.0;83.7;2.8;7.2;4.2;83.8;6.6;0
85.4;172.0;74.2;2.1;13.0;4.0;83.0;2.7;0
77.1;172.0;96.1;1.6;17.2;5.7;73.5;4.1;0
79.5;196.0;95.7;2.8;1.9;0.2;80.9;5.8;0
77.1;180.0;92.0;1.1;20.8;5.5;73.1;6.5;0
78.1;208.0;100.7;5.3;5.6;3.8;79.4;8.4;0
101.0;175.0;58.0;3.5;1.0;4.2;101.7;5.9;1
93.6;156.0;129.0;2.0;15.6;0.8;86.7;3.9;0
81.0;167.0;72.0;0.7;9.2;2.3;76.8;5.5;0
85.1;186.0;107.3;0.8;6.9;0.7;83.7;4.8;0
82.4;190.0;82.7;5.3;18.0;1.1;81.7;10.6;0
93.4;205.0;136.2;2.1;10.9;4.7;89.9;6.3;0
63.9;189.0;74.8;1.9;18.8;0.7;60.5;6.1;0
65.0;172.0;102.2;1.0;10.0;1.7;60.5;10.7;0
81.5;191.0;82.5;4.3;10.4;1.7;80.9;5.2;0
74.8;193.0;105.1;1.4;4.8;1.2;73.4;5.4;0
80.3;197.0;123.5;3.7;0.1;0.5;82.7;7.4;0
88.2;187.0;128.1;2.6;16.7;0.7;83.9;6.2;0
77.0;169.0;107.7;3.7;11.4;1.8;74.9;6.9;0
80.7;178.0;65.2;2.3;19.0;0.2;74.3;12.7;0
79.7;190.0;77.2;1.6;18.9;0.5;76.7;8.5;0
78.6;163.0;89.5;3.1;17.6;4.1;74.5;6.3;0
65.6;160.0;135.4;2.9;0.3;0.2;64.7;5.0;0
79.7;177.0;81.9;2.9;15.8;5.1;77.5;2.3;0
81.6;192.0;70.6;1.9;3.8;2.8;82.0;2.4;0
83.8;166.0;77.5;2.8;17.0;2.6;83.6;3.1;0
90.8;185.0;117.5;1.8;13.3;4.3;86.8;2.0;0
81.9;178.0;77.2;1.6;12.2;2.0;77.8;4.3;0
79.5;190.0;111.7;1.2;1.7;2.0;78.6;5.9;0
90.7;191.0;123.3;4.0;0.1;5.9;91.9;7.2;0
84.5;185.0;67.5;1.7;16.1;1.2;81.6;8.9;0
79.6;190.0;83.8;1.5;16.1;3.8;72.6;7.8;0
83.3;177.0;84.9;1.9;8.7;4.9;79.6;5.3;0
80.3;180.0;98.7;1.1;14.4;0.8;76.6;8.6;0
91.4;198.0;80.7;4.3;0.1;0.4;93.0;5.3;0
80.6;199.0;95.5;2.2;6.0;0.6;79.8;8.2;0
78.4;185.0;73.7;1.6;14.0;4.4;72.6;5.9;0
78.4;189.0;75.8;2.8;1.0;1.3;79.3;11.1;0
81.1;157.0;89.8;1.5;2.9;0.9;79.8;11.4;0
93.1;189.0;65.0;2.8;19.3;1.1;90.7;8.5;0
89.9;182.0;83.6;1.5;13.8;4.3;87.2;12.2;0
74.6;193.0;82.3;2.0;8.9;4.8;72.0;6.7;0
79.1;182.0;92.3;1.7;9.2;5.8;76.1;6.4;0
88.1;188.0;78.8;1.8;6.6;2.6;87.0;7.6;0
89.9;170.0;137.1;1.7;16.4;4.5;83.0;3.3;0
81.0;187.0;73.9;4.6;12.8;0.5;81.9;8.3;0
82.8;175.0;113.9;3.5;19.8;3.2;75.8;4.1;0
80.0;179.0;82.4;3.2;19.7;1.3;78.8;6.1;0
83.5;186.0;64.0;3.5;9.5;0.2;82.8;3.6;0
65.5;190.0;74.9;1.1;6.3;4.2;62.7;7.0;0
88.9;203.0;74.9;1.3;14.9;2.5;87.0;11.3;0
82.2;160.0;138.0;2.5;5.2;0.1;78.2;2.7;0
77.6;175.0;158.9;0.1;21.7;4.9;62.9;8.6;0
83.5;170.0;143.2;2.9;19.5;0.7;80.2;4.7;0
72.5;197.0;112.8;1.9;12.3;4.9;68.4;10.1;0
93.3;169.0;105.9;4.3;2.5;4.7;94.7;5.7;0
81.6;184.0;93.2;1.6;9.5;2.5;80.6;5.9;0
76.4;188.0;54.7;3.8;3.3;1.2;76.4;5.3;0
77.3;213.0;128.5;3.4;10.5;4.4;73.6;5.0;0
80.2;195.0;98.5;3.0;7.9;3.1;79.5;8.4;0
76.4;171.0;78.8;1.9;0.2;4.6;75.1;5.6;0
85.7;182.0;132.4;2.7;15.4;0.2;82.0;4.9;0
75.1;202.0;72.5;2.6;0.3;4.3;76.3;9.2;0
85.3;190.0;95.1;1.0;18.3;4.4;81.1;4.8;0
84.9;179.0;69.4;1.5;10.1;1.0;81.4;4.8;0
88.0;185.0;98.2;2.4;19.1;0.9;86.1;4.1;0
80.9;179.0;74.8;2.6;1.8;1.0;82.7;4.8;0
77.6;189.0;92.0;1.8;21.2;0.3;73.1;4.9;0
80.4;173.0;119.5;1.3;0.3;4.6;78.7;6.0;0
89.6;191.0;89.6;2.9;6.8;2.8;89.2;7.6;0
66.3;187.0;66.2;4.8;0.9;1.8;68.7;11.1;0
85.0;168.0;134.4;3.5;9.4;1.9;82.7;11.6;0
77.6;182.0;129.7;2.1;17.4;4.9;71.0;6.0;0
88.2;172.0;56.6;3.2;5.3;1.6;88.2;5.5;0
86.4;177.0;94.5;4.2;22.1;3.9;84.1;9.7;0
89.5;175.0;67.6;0.1;4.5;0.8;87.7;6.5;0
80.9;176.0;64.4;0.6;19.2;2.8;76.6;9.4;0
85.8;194.0;51.9;1.3;15.3;3.2;82.5;9.2;0
77.2;201.0;105.5;4.6;1.4;4.5;78.3;3.5;0
86.4;173.0;163.1;4.5;19.3;2.9;77.1;5.7;0
85.7;165.0;84.5;0.9;0.7;1.3;85.4;4.2;0
82.7;193.0;73.0;0.7;18.5;5.1;78.9;7.3;0
77.6;200.0;134.1;1.6;5.5;1.8;75.1;6.9;0
80.8;183.0;80.0;2.3;5.9;0.8;79.5;3.0;0
81.0;170.0;65.2;3.9;0.8;1.6;83.7;8.0;0
88.9;192.0;81.1;3.7;11.7;2.7;87.7;11.3;0
88.3;178.0;60.2;2.9;0.2;0.2;90.4;5.6;0
86.5;214.0;107.5;0.7;6.6;2.8;85.1;12.2;0
83.2;163.0;101.3;0.2;18.6;5.4;78.3;6.4;0
79.7;165.0;68.6;0.2;3.8;0.5;78.2;5.3;0
89.5;205.0;135.6;3.6;0.2;2.1;90.9;4.7;0
74.3;179.0;76.3;2.1;9.8;1.8;72.1;8.6;0
84.5;183.0;101.5;3.8;0.4;0.6;87.0;5.2;0
76.9;179.0;88.3;2.2;2.6;4.1;75.6;6.8;0
86.6;194.0;84.4;1.4;20.2;0.7;80.7;13.3;0
77.2;173.0;52.3;3.4;12.4;2.6;75.8;6.4;0
88.4;183.0;84.3;3.3;6.6;4.4;87.7;5.4;0
94.0;169.0;81.2;2.7;19.2;5.2;90.2;4.3;0
76.4;190.0;64.6;4.4;10.0;0.0;74.7;7.5;0
86.1;164.0;86.1;1.7;16.5;0.4;83.9;4.9;0
76.5;165.0;100.7;2.8;16.8;0.0;75.4;2.2;0
77.6;188.0;66.2;0.5;1.5;5.6;74.8;8.5;0
78.2;171.0;60.9;0.4;5.6;2.2;75.8;2.8;0
84.7;175.0;88.0;4.0;18.3;0.3;81.1;2.3;0
83.4;182.0;80.9;1.3;21.4;0.3;79.4;5.3;0
75.6;201.0;93.1;1.4;15.2;0.4;71.7;5.0;0
97.7;169.0;111.1;2.5;2.1;1.1;97.8;3.8;0
80.0;189.0;59.5;1.7;0.3;0.4;81.2;3.4;0
95.1;189.0;88.0;4.3;0.5;3.6;97.4;11.1;0
83.4;180.0;92.6;2.7;13.6;6.0;78.4;11.6;0
77.1;178.0;53.1;1.4;8.7;0.4;74.7;10.3;0
84.9;194.0;91.4;2.3;21.5;2.5;79.4;9.5;0
81.5;208.0;125.5;2.6;5.1;1.3;81.0;5.0;0
86.6;176.0;78.0;1.0;8.0;0.2;84.1;9.1;0
79.6;179.0;113.1;3.8;16.9;3.7;78.2;0.8;0
81.9;208.0;62.7;0.8;12.8;5.2;78.1;4.6;0
76.5;195.0;121.4;4.4;2.3;4.0;77.3;5.7;0
78.0;204.0;92.1;3.8;2.4;0.8;79.2;7.7;0
86.5;168.0;143.2;3.4;11.7;1.6;82.0;6.1;0
79.7;180.0;120.3;1.1;16.1;0.3;76.0;3.3;0
79.5;183.0;130.4;3.5;13.5;3.2;76.4;11.4;0
79.9;185.0;115.9;5.2;7.7;5.3;80.3;1.5;0
75.0;167.0;83.7;1.6;0.7;0.4;75.6;6.1;0
70.2;172.0;156.7;2.6;18.5;5.2;63.4;5.2;0
83.3;202.0;60.6;2.2;13.7;5.4;79.7;7.0;0
84.6;172.0;84.6;2.5;17.9;3.5;79.2;11.3;0
84.1;197.0;58.9;1.3;8.0;4.1;81.5;6.4;0
65.8;175.0;105.9;1.2;16.9;0.6;60.9;7.1;0
81.9;195.0;59.3;4.3;19.4;1.4;81.6;6.8;0
78.7;191.0;105.9;3.9;10.8;4.0;74.7;11.2;0
66.4;173.0;50.9;3.2;18.8;0.1;64.3;6.6;0
82.0;197.0;67.6;4.8;13.3;0.7;82.4;8.6;0
89.6;180.0;98.2;2.4;16.4;0.6;85.2;7.3;0
77.6;210.0;87.3;2.0;2.2;0.6;78.3;4.3;0
78.8;175.0;128.5;1.2;10.6;1.3;73.8;7.6;0
89.4;186.0;159.6;1.1;2.0;2.0;86.4;10.2;0
101.5;195.0;55.6;1.2;21.6;0.5;94.0;1.5;0
79.7;200.0;100.1;5.4;16.0;0.6;81.1;2.7;0
75.5;190.0;130.6;2.9;16.4;2.0;70.2;9.7;0
66.6;185.0;52.6;1.8;7.6;1.0;65.1;7.9;0
84.6;184.0;132.1;1.4;17.9;0.1;80.0;9.1;0
69.1;185.0;136.0;1.7;12.4;5.8;64.6;11.7;0
91.6;176.0;99.1;2.8;6.9;4.3;90.8;7.0;0
73.7;195.0;86.7;2.7;0.8;0.3;75.6;7.1;0
78.2;196.0;97.6;1.4;17.2;0.7;76.0;7.3;0
76.6;181.0;54.9;3.0;5.5;0.3;77.0;7.5;0
86.3;181.0;94.4;4.5;16.4;5.1;81.5;5.9;0
79.6;169.0;81.4;4.8;5.4;4.2;81.4;2.0;0
78.8;178.0;125.8;1.7;9.6;2.8;75.4;3.0;0
72.0;156.0;95.7;3.9;21.9;0.2;67.0;5.9;0
84.8;187.0;79.1;1.1;19.7;4.8;78.4;7.3;0
83.9;177.0;69.4;1.5;4.1;2.2;83.1;3.7;0
93.8;191.0;51.0;0.8;21.5;2.1;86.9;7.9;0
89.7;163.0;77.1;1.6;14.4;3.0;87.2;8.0;0
74.9;205.0;108.6;4.4;6.8;0.6;74.1;10.4;0
87.6;175.0;127.4;3.3;12.1;1.4;86.7;3.3;0
88.8;196.0;85.1;3.2;2.1;5.0;88.6;10.4;0
73.7;194.0;104.8;0.8;0.1;1.7;73.4;8.2;0
80.0;188.0;66.5;1.9;4.2;3.2;79.4;5.7;0
68.3;184.0;76.5;2.0;8.6;1.3;66.2;4.1;0
71.1;189.0;106.0;4.3;0.7;2.2;72.5;3.0;0
79.4;191.0;80.9;4.6;20.2;0.5;75.3;5.6;0
94.0;187.0;56.7;2.4;19.4;3.7;89.2;3.5;0
92.6;182.0;55.4;0.8;7.0;2.3;90.6;1.3;0
84.0;180.0;120.0;0.9;4.0;5.9;81.0;3.8;0
87.7;181.0;108.6;3.3;2.0;4.5;87.2;4.8;0
88.3;186.0;89.2;2.6;0.1;1.2;89.4;7.7;0
76.7;171.0;63.7;2.8;12.7;2.8;73.6;4.4;0
67.9;179.0;130.1;2.3;14.2;0.2;63.4;3.6;0
82.3;214.0;114.4;2.7;7.1;1.3;81.4;2.4;0
86.3;180.0;66.3;1.2;3.1;2.7;85.6;5.7;0
74.0;198.0;94.5;0.4;0.4;1.9;72.8;7.7;0
78.6;167.0;80.7;1.3;0.4;1.7;78.2;8.4;0
74.5;174.0;89.5;1.0;5.7;1.9;72.8;9.2;0
91.6;187.0;90.7;2.5;1.6;0.8;92.0;11.7;0
79.1;168.0;77.8;3.2;5.3;0.7;79.3;8.1;0
85.0;177.0;111.6;3.4;22.0;1.2;79.4;5.9;0
90.6;180.0;106.2;2.7;0.2;4.7;91.0;3.9;0
75.7;187.0;102.2;2.2;7.7;1.4;74.1;5.1;0
72.2;184.0;87.1;2.4;13.4;0.2;69.5;8.8;0
83.7;169.0;87.2;1.4;13.7;5.7;79.2;7.1;0
87.4;189.0;101.6;4.5;1.0;0.1;87.0;6.0;0
85.9;177.0;86.8;2.8;5.2;1.2;85.9;8.4;0
78.5;200.0;128.7;5.0;17.3;5.0;78.1;2.8;0
91.4;184.0;105.9;1.2;6.8;4.3;88.9;7.1;0
78.9;187.0;96.8;3.2;2.8;2.3;79.2;8.9;0
77.8;180.0;82.1;1.4;12.8;3.8;73.9;10.7;0
79.0;159.0;95.7;1.9;21.4;0.2;73.3;5.5;0
75.3;161.0;80.4;3.4;15.3;4.3;70.9;6.2;0
82.5;166.0;85.4;2.6;6.4;0.7;81.5;7.4;0
82.8;194.0;128.2;3.2;17.1;0.4;80.3;6.1;0
76.2;173.0;91.5;3.9;12.2;0.2;74.9;1.6;0
80.1;213.0;58.3;3.7;5.8;6.0;79.9;2.5;0
94.4;196.0;113.4;3.4;10.4;0.6;94.0;9.3;0
93.5;177.0;82.1;1.5;4.3;4.3;92.5;2.8;0
76.9;169.0;65.0;1.3;13.2;1.4;74.8;3.1;0
78.8;202.0;145.0;1.6;3.1;0.2;77.8;7.3;0
77.3;184.0;81.7;0.7;19.5;5.0;71.2;4.0;0
76.5;168.0;91.4;1.4;0.8;4.5;75.6;6.7;0
82.0;185.0;105.4;2.4;11.2;3.7;78.9;10.3;0
100.6;189.0;76.3;1.8;2.3;1.7;101.1;4.1;1
92.2;198.0;89.5;1.7;4.8;2.3;90.9;2.9;0
78.1;178.0;112.3;1.9;8.8;2.1;75.7;5.2;0
92.3;189.0;135.2;3.0;3.7;1.4;92.1;8.9;0
74.3;179.0;119.7;1.2;22.1;3.2;64.6;6.7;0
80.6;210.0;97.2;3.0;21.2;3.5;76.7;10.6;0
74.1;166.0;115.8;2.4;12.7;1.8;70.7;5.1;0
84.8;191.0;65.5;1.3;7.9;5.9;82.8;6.5;0
88.4;172.0;82.2;3.4;0.8;0.2;90.5;7.3;0
93.6;202.0;124.3;1.0;0.2;0.7;93.2;10.8;0
77.9;176.0;138.3;3.1;13.6;0.4;74.7;3.8;0
85.8;173.0;152.3;1.4;21.3;0.9;77.2;1.5;0
76.9;188.0;63.3;2.5;6.3;0.3;76.2;7.4;0
75.4;207.0;72.7;2.1;16.2;2.0;70.8;10.7;0
76.0;169.0;129.7;1.5;10.1;4.3;72.3;2.9;0
91.5;164.0;120.3;2.9;8.7;0.1;88.9;9.4;0
97.3;172.0;121.4;1.3;0.0;2.2;95.9;6.2;0
64.1;203.0;99.9;0.5;0.1;2.2;63.8;3.7;0
85.5;191.0;74.2;3.3;20.7;0.5;83.6;8.9;0
70.1;193.0;108.0;4.1;11.6;4.3;69.1;8.5;0
70.6;191.0;59.5;4.6;16.9;1.3;69.4;3.2;0
79.8;176.0;94.3;4.5;0.7;0.4;82.3;8.4;0
72.1;168.0;79.2;0.9;15.0;0.1;69.5;3.8;0
92.7;192.0;79.2;4.3;0.3;2.0;96.2;2.2;0
78.3;166.0;72.0;1.9;0.6;0.8;79.0;3.3;0
73.3;169.0;136.8;2.3;19.4;0.8;66.6;5.9;0
82.2;181.0;69.0;1.2;16.3;5.7;78.8;3.3;0
76.7;186.0;74.2;1.7;12.7;5.0;74.7;8.9;0
71.4;208.0;65.8;3.6;14.5;5.7;73.4;5.9;0
85.6;173.0;88.5;2.6;1.3;3.4;86.2;8.4;0
69.2;194.0;101.4;1.8;5.5;0.5;67.8;6.9;0
100.6;206.0;130.0;4.1;2.1;5.1;101.7;5.5;1
80.2;184.0;126.4;2.8;0.0;0.6;80.7;8.2;0
85.4;184.0;131.4;3.8;6.5;1.4;83.2;10.9;0
77.1;194.0;111.3;1.6;1.0;2.1;77.6;2.1;0
81.6;171.0;61.3;0.6;9.3;4.5;77.8;9.9;0
90.9;170.0;81.5;3.9;2.4;4.9;93.0;2.3;0
80.1;191.0;69.4;1.4;2.3;0.6;79.6;7.4;0
78.8;188.0;109.6;1.2;7.7;0.8;77.2;8.6;0
75.6;172.0;50.3;1.9;5.4;1.3;75.5;2.0;0
86.1;199.0;106.1;3.1;3.6;0.4;87.2;6.8;0
71.3;194.0;91.6;1.3;11.9;4.9;68.2;2.7;0
87.7;164.0;111.9;0.4;15.1;5.4;80.9;5.4;0
72.0;197.0;75.4;2.0;12.2;3.2;66.6;4.0;0
100.1;205.0;54.6;2.5;0.4;1.2;101.6;4.3;1
86.2;185.0;51.9;0.4;2.5;4.0;84.1;9.8;0
93.5;179.0;95.2;5.4;2.8;2.1;96.5;5.5;0
89.3;191.0;128.8;3.4;16.8;6.0;81.8;8.2;0
81.2;176.0;143.5;2.7;3.5;4.6;79.2;2.3;0
89.7;203.0;152.6;2.8;11.0;1.9;88.0;6.0;0
91.8;197.0;113.0;2.3;22.0;0.4;90.6;9.1;0
66.3;162.0;95.2;2.0;0.0;0.6;65.4;9.7;0
78.0;196.0;94.0;3.3;15.5;0.2;78.0;5.7;0
64.9;177.0;92.7;2.9;6.7;0.8;63.9;5.8;0
69.5;180.0;101.6;2.7;10.8;0.5;68.1;6.1;0
81.6;194.0;140.9;1.7;11.6;2.7;77.5;9.1;0
72.7;185.0;106.2;2.2;5.3;2.2;72.6;3.0;0
88.6;171.0;54.2;0.5;7.9;4.3;86.2;3.5;0
80.3;172.0;105.5;3.7;12.1;2.2;76.8;9.5;0
85.7;181.0;85.7;2.4;5.7;4.8;82.9;8.8;0
91.4;160.0;93.2;1.2;14.1;3.8;86.1;6.8;0
85.2;195.0;75.7;2.0;13.5;3.2;82.2;6.4;0
77.3;187.0;98.7;1.0;0.5;3.6;77.2;4.8;0
76.8;178.0;115.5;2.9;17.8;2.9;73.6;7.1;0
77.6;200.0;69.0;1.8;4.3;0.5;78.5;2.7;0
89.3;184.0;132.2;3.5;8.0;1.2;85.9;6.6;0
90.8;182.0;97.6;4.6;21.3;1.7;88.6;7.0;0
82.6;160.0;83.4;0.4;17.3;0.1;79.7;7.0;0
75.0;206.0;93.0;1.3;7.0;0.7;74.4;9.2;0
83.8;203.0;50.2;2.9;0.3;0.6;85.8;5.7;0
87.3;186.0;78.1;3.8;8.6;0.3;85.5;3.8;0
80.6;193.0;89.1;2.7;5.2;2.4;79.8;12.5;0
86.1;156.0;53.1;2.8;12.6;5.1;82.9;6.6;0
76.4;165.0;90.6;2.6;10.5;1.8;73.6;5.3;0
83.7;181.0;125.7;4.0;22.1;5.2;81.4;4.4;0
75.6;186.0;81.1;2.5;4.8;0.6;75.2;6.6;0
83.0;168.0;72.7;4.0;16.9;2.4;80.6;0.8;0
69.1;199.0;159.6;1.5;7.4;5.6;66.0;4.8;0
75.7;172.0;70.0;2.9;6.9;2.2;75.7;9.8;0
88.2;174.0;81.9;0.4;18.3;0.6;84.7;10.2;0
85.8;180.0;105.3;1.4;14.1;4.2;80.1;3.5;0
78.9;190.0;113.2;2.7;0.4;1.0;80.4;2.9;0
78.8;186.0;77.5;2.0;2.2;4.2;78.6;9.9;0
93.4;177.0;78.9;5.1;8.2;1.3;93.6;7.7;0
80.5;164.0;74.1;1.6;19.0;0.2;74.4;7.6;0
79.2;198.0;111.1;4.2;7.3;4.1;78.3;6.1;0
79.5;193.0;105.2;2.3;18.4;4.0;72.6;7.2;0
83.0;169.0;81.7;5.2;0.3;0.4;87.9;7.7;0
77.0;183.0;108.8;2.0;8.7;1.0;74.5;8.9;0
77.3;187.0;91.3;3.9;2.9;1.0;78.2;8.1;0
78.9;200.0;81.5;2.4;9.3;1.4;76.9;10.1;0
86.7;189.0;76.7;1.4;9.8;1.2;82.1;9.3;0
84.7;175.0;75.8;1.5;14.7;0.4;83.0;2.3;0
70.5;180.0;125.7;5.2;16.6;1.0;69.3;11.9;0
72.0;179.0;119.1;1.9;13.5;0.4;66.6;4.6;0
78.4;171.0;105.3;2.4;14.6;2.6;75.1;4.8;0
67.8;196.0;95.3;3.5;14.8;2.2;65.9;9.9;0
87.1;193.0;160.4;2.9;0.3;0.3;85.7;9.1;0
83.6;174.0;146.2;1.6;13.4;5.4;77.5;4.1;0
85.5;162.0;56.5;0.7;3.3;0.5;84.6;5.9;0
83.8;195.0;99.7;2.5;7.7;4.2;82.1;3.5;0
81.4;171.0;95.4;1.0;8.1;4.0;78.0;7.7;0
64.1;188.0;115.2;4.9;13.1;2.1;65.3;2.4;0
102.0;171.0;60.8;3.3;21.1;0.4;99.4;6.3;0
78.1;197.0;78.8;2.1;10.7;4.7;77.5;6.3;0
77.0;205.0;111.0;2.7;14.6;4.9;71.5;5.9;0
93.9;206.0;112.3;1.5;7.7;2.4;92.7;7.0;0
87.8;190.0;93.3;1.1;11.3;5.2;85.8;3.4;0
92.2;194.0;98.9;1.8;1.5;4.9;92.1;2.3;0
83.6;199.0;84.0;3.2;19.6;0.4;82.1;4.5;0
85.7;192.0;89.5;2.5;0.3;0.8;86.6;6.7;0
76.8;174.0;59.4;1.8;10.3;4.8;72.5;1.9;0
81.1;198.0;96.7;2.4;5.9;0.2;80.9;7.0;0
79.3;187.0;70.5;3.1;1.3;0.7;80.4;4.6;0
85.9;173.0;118.9;2.2;5.7;2.2;83.3;9.2;0
85.8;173.0;74.6;2.3;4.8;0.3;86.0;8.1;0
90.8;197.0;103.1;1.3;8.4;5.1;87.7;5.1;0
74.2;176.0;61.0;1.9;8.2;4.8;72.4;4.9;0
73.0;201.0;60.6;2.1;0.2;0.3;74.6;7.7;0
78.7;185.0;60.6;1.0;20.4;5.3;72.2;1.6;0
77.9;196.0;140.5;1.9;8.6;0.8;75.2;4.8;0
85.4;162.0;110.1;1.1;20.5;2.3;78.1;5.1;0
76.1;186.0;81.7;1.4;8.7;0.6;74.0;7.1;0
92.1;194.0;89.6;2.4;14.6;1.3;90.6;3.3;0
86.5;181.0;83.3;1.8;6.7;0.5;84.4;6.0;0
96.3;184.0;81.1;2.3;13.1;4.7;92.6;5.7;0
78.2;171.0;64.3;4.3;3.0;3.8;79.7;6.4;0
85.0;161.0;144.7;2.5;18.3;3.4;77.1;5.3;0
82.3;193.0;83.3;4.8;1.4;4.1;83.6;9.7;0
78.6;188.0;90.2;3.5;21.7;3.5;76.1;3.2;0
85.0;164.0;55.5;2.6;0.9;4.4;85.8;8.5;0
85.2;189.0;76.5;1.9;2.1;3.8;85.7;4.5;0
81.4;204.0;86.9;4.6;5.6;2.8;82.6;7.0;0
82.8;172.0;113.0;1.9;1.5;5.4;81.9;4.0;0
85.1;166.0;65.6;4.7;3.3;0.5;86.9;9.9;0
102.2;185.0;126.8;1.4;6.8;0.8;99.9;8.1;0
82.2;170.0;103.7;5.4;11.5;1.3;82.7;10.2;0
64.5;201.0;76.0;3.4;17.8;0.3;61.8;9.0;0
82.3;202.0;60.7;2.6;18.0;4.3;78.1;5.6;0
79.7;203.0;80.6;1.0;9.3;1.3;77.0;3.9;0
76.2;182.0;103.8;5.1;15.5;5.0;76.3;5.2;0
82.1;174.0;95.2;2.6;0.6;0.9;83.2;3.5;0
87.7;171.0;53.4;3.3;11.7;1.5;85.7;7.9;0
75.4;194.0;100.1;2.7;1.1;5.7;75.9;3.2;0
74.9;190.0;67.9;1.9;2.1;4.3;74.7;8.1;0
88.1;208.0;91.9;4.6;3.4;1.0;90.1;5.5;0
74.0;193.0;87.4;1.4;7.1;0.1;72.3;5.9;0
73.9;195.0;95.0;2.1;17.4;2.5;71.1;8.0;0
75.3;171.0;88.6;1.0;13.4;0.9;71.5;8.7;0
85.6;172.0;128.7;4.7;5.0;0.5;86.0;3.5;0
85.9;190.0;67.0;2.2;19.6;4.1;81.0;7.3;0
81.4;175.0;122.6;1.4;6.3;1.0;78.5;2.4;0
77.4;161.0;83.3;1.2;17.2;0.5;70.4;12.0;0
85.4;181.0;85.6;1.6;12.6;0.3;83.4;3.7;0
73.4;185.0;116.0;1.6;0.2;4.9;71.3;13.8;0
79.0;181.0;122.0;2.3;16.6;0.4;73.4;6.7;0
91.9;173.0;68.6;3.1;19.9;2.9;86.9;6.0;0
80.4;203.0;65.4;1.5;19.0;0.9;77.2;5.0;0
85.4;182.0;71.4;2.2;0.4;0.2;86.7;4.0;0
86.1;161.0;70.8;4.8;8.4;2.1;88.7;3.6;0
78.9;183.0;115.4;1.8;9.9;1.5;75.3;8.2;0
96.8;169.0;74.3;1.7;4.8;1.4;96.7;5.8;0
83.2;198.0;139.7;3.6;4.0;4.6;82.2;9.8;0
79.7;195.0;74.9;3.4;8.3;1.6;80.8;3.6;0
